iter	Passed	Remaining
1458	9607	3562
1459	9611	3554
1460	9614	3547
1461	9617	3539
1462	9621	3531
1463	9624	3523
1464	9627	3515
1465	9630	3508
1466	9633	3500
1467	9637	3492
1468	9641	3484
1469	9644	3477
1470	9649	3470
1471	9659	3464
1472	9716	3476
1473	9895	3531
1474	10097	3594
1475	10102	3586
1476	10117	3582
1477	10122	3574
1478	10127	3567
1479	10132	3559
1480	10138	3552
1481	10145	3546
1482	10151	3539
1483	10157	3531
1484	10164	3524
1485	10170	3517
1486	10176	3510
1487	10181	3503
1488	10186	3495
1489	10192	3488
1490	10199	3481
1491	10204	3474
1492	10210	3467
1493	10216	3460
1494	10222	3452
1495	10225	3445
1496	10230	3437
1497	10234	3429
1498	10239	3422
1499	10243	3414
1500	10248	3407
1501	10254	3400
1502	10260	3392
1503	10264	3385
1504	10269	3377
1505	10273	3369
1506	10277	3362
1507	10281	3354
1508	10285	3346
1509	10290	3339
1510	10295	3331
1511	10299	3324
1512	10303	3316
1513	10307	3308
1514	10311	3301
1515	10315	3293
1516	10319	3285
1517	10323	3277
1518	10328	3270
1519	10335	3263
1520	10342	3256
1521	10347	3249
1522	10351	3241
1523	10355	3234
1524	10358	3226
1525	10363	3218
1526	10366	3211
1527	10370	3203
1528	10376	3196
1529	10384	3190
1530	10391	3183
1531	10396	3176
1532	10405	3169
1533	10410	3162
1534	10414	3154
1535	10418	3147
1536	10425	3140
1537	10452	3139
1538	10465	3134
1539	10469	3127
1540	10472	3119
1541	10477	3111
1542	10482	3104
1543	10487	3097
1544	10491	3089
1545	10495	3081
1546	10498	3074
1547	10502	3066
1548	10505	3058
1549	10509	3051
1550	10513	3043
1551	10517	3035
1552	10520	3028
1553	10523	3020
1554	10527	3012
1555	10531	3005
1556	10535	2997
1557	10538	2989
1558	10542	2982
1559	10546	2974
1560	10549	2966
1561	10555	2959
1562	10559	2952
1563	10563	2944
1564	10565	2936
1565	10568	2929
1566	10572	2921
1567	10576	2913
1568	10579	2906
1569	10583	2898
1570	10587	2891
1571	10593	2884
1572	10597	2876
1573	10601	2869
1574	10605	2861
1575	10609	2854
1576	10613	2846
1577	10617	2839
1578	10620	2831
1579	10624	2824
1580	10628	2816
1581	10632	2809
1582	10635	2801
1583	10639	2794
1584	10643	2786
1585	10646	2779
1586	10650	2771
1587	10654	2764
1588	10658	2756
1589	10661	2749
1590	10666	2741
1591	10669	2734
1592	10673	2726
1593	10677	2719
1594	10683	2712
1595	10687	2705
1596	10691	2697
1597	10695	2690
1598	10698	2683
1599	10702	2675
1600	10706	2668
1601	10709	2660
1602	10715	2653
1603	10718	2646
1604	10723	2639
1605	10728	2631
1606	10731	2624
1607	10735	2617
1608	10739	2609
1609	10742	2602
1610	10746	2594
1611	10750	2587
1612	10753	2580
1613	10757	2572
1614	10761	2565
1615	10765	2558
1616	10768	2550
1617	10772	2543
1618	10775	2535
1619	10779	2528
1620	10783	2521
1621	10787	2513
1622	10790	2506
1623	10794	2499
1624	10799	2492
1625	10803	2484
1626	10806	2477
1627	10812	2470
1628	10817	2463
1629	10822	2456
1630	10826	2449
1631	10831	2442
1632	10838	2435
1633	10844	2429
1634	10850	2422
1635	10856	2415
1636	10859	2408
1637	10863	2400
1638	10869	2394
1639	10874	2387
1640	10878	2379
1641	10882	2372
1642	10886	2365
1643	10890	2358
1644	10894	2351
1645	10898	2343
1646	10903	2336
1647	10907	2329
1648	10911	2322
1649	10915	2315
1650	10919	2308
1651	10922	2300
1652	10926	2293
1653	10929	2286
1654	10933	2279
1655	10937	2272
1656	10941	2264
1657	10945	2257
1658	10949	2250
1659	10953	2243
1660	10958	2236
1661	10963	2229
1662	10966	2222
1663	10971	2215
1664	10974	2208
1665	10978	2200
1666	10982	2193
1667	10985	2186
1668	10989	2179
1669	10993	2172
1670	10997	2165
1671	11000	2158
1672	11004	2150
1673	11008	2143
1674	11012	2136
1675	11016	2129
1676	11019	2122
